序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201809),净利润(201809),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
2832,600830,香溢融通,香溢融通控股集团股份有限公司,宁波市,海曙区,61363.71,2964.8,364,1994-02-24,--,,其他非银行金融,典当、担保、融资租赁、财富管理、贸易,典当、担保、融资租赁、财富管理、贸易等。
2833,600831,广电网络,陕西广电网络传媒(集团)股份有限公司,西安市,雁塔区,218864.01,11860.97,7040,1994-02-24,--,,有线电视,有线电视、商品销售、广告代理,有线电视网络运营
2834,600833,第一医药,上海第一医药股份有限公司,上海市,黄浦区,85873.24,2920.68,934,1994-02-24,--,,医药商业,医药零售、医药批发,药品的零售和批发
2835,600834,申通地铁,上海申通地铁股份有限公司,上海市,徐汇区,55801.16,2519.54,28,1994-02-24,--,,轨道交通,轨道交通、融资租赁,上海地铁一号线（莘庄站-上海火车站站）经营业务、融资租赁业务
2836,600835,上海机电,上海机电股份有限公司,上海市,浦东新区,1590982.31,103245.65,2546,1994-02-24,--,,电梯设备,电梯、印刷包装、液压机器、焊材、能源工程,电梯、印刷包装机械、液压气动产品等机电一体化设备的制造以及相关产业投资的业务。
2837,600836,界龙实业,上海界龙实业集团股份有限公司,上海市,浦东新区,102683.13,467.2,1996,1994-02-24,--,,包装印刷,彩印包装装潢、房地产,印刷业务及房地产业务
2838,600837,海通证券,海通证券股份有限公司,上海市,黄浦区,1617715.83,358770.28,10084,1994-02-24,--,,证券,证券经纪、投资、资产管理,证券经纪；证券自营；证券承销与保荐；证券投资咨询；与证券交易、证券投资活动有关的财务顾问；直接投资业务；证券投资基金代销；为期货公司提供中间介绍业务；融资融券业务、中国证监会批准的其他业务，公司可以对外投资设立子公司从事金融产品等投资业务。
2839,600838,上海九百,上海九百股份有限公司,上海市,静安区,5062.08,7161.54,253,1994-02-24,--,,百货,工业、商业,商业零售、洗染服务与洗涤化工产品、酒类批发与零售、汽车销售与维修、商业物业租售管理
2840,600839,四川长虹,四川长虹电器股份有限公司,绵阳市,绵阳市,5783910.35,20508.38,57463,1994-03-11,--,,电视机,家电、中间产品、运输、房地产,电视机、冰箱、空调、压缩机、视听产品、电池、手机等产品的生产销售、IT产品的销售以及房地产开发等生产经营活动。
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201809),净利润(201809),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
2841,600841,上柴股份,上海柴油机股份有限公司,上海市,杨浦区,326410.21,11493.17,1834,1994-03-11,--,,内燃机,柴油机、配件,工程机械用、车用以及船舶和发电机组用等柴油发动机的设计、生产与销售。
2842,600843,上工申贝,上工申贝(集团)股份有限公司,上海市,浦东新区,229304.55,13501.63,3195,1994-03-11,--,,纺织服装机械,缝制设备、物流服务、办公机械、影像材料、出口贸易,缝制设备的生产和销售
2843,600844,丹化科技,丹化化工科技股份有限公司,上海市,浦东新区,101082.46,290.98,1403,1994-03-11,--,,其他化学制品,乙二醇、草酸、催化剂,煤化工产品的生产
2844,600845,宝信软件,上海宝信软件股份有限公司,上海市,浦东新区,383558.22,51844.75,4055,1994-03-11,--,,行业应用软件,软件开发及工程服务、服务外包、系统集成,软件开发及工程服务、服务外包及系统集成
2845,600846,同济科技,上海同济科技实业股份有限公司,上海市,浦东新区,199230.15,14693.97,2104,1994-03-11,--,,房屋建筑,工程建设及监理咨询、房地产业、环境保护行业、科技园开发管理,工程咨询服务、环境工程科技服务与投资建设、科技园建设与管理、建筑工程管理、房地产开发等业务领域，致力于成为城镇建设和运营全产业链解决方案的提供者。
2846,600847,万里股份,重庆万里新能源股份有限公司,重庆市,江津区,40735.59,-379.77,585,1994-03-24,--,,电池,铅酸蓄电池,各类铅酸蓄电池的制造和销售。
2847,600848,上海临港,上海临港控股股份有限公司,上海市,上海市,129963.07,33843.56,296,1994-03-24,--,,园区开发,房地产行业,园区开发与经营、园区服务
2848,600850,华东电脑,上海华东电脑股份有限公司,上海市,嘉定区,495463.76,25170.42,2258,1994-03-24,--,,PC、服务器及硬件,软件及信息技术,面向IT基础设施的系统集成与服务、软件和行业解决方案、智能建筑和数据中心工程、IT产品增值销售等。
2849,600851,海欣股份,上海海欣集团股份有限公司,上海市,松江区,80088.59,10378.6,1665,1994-04-04,--,,医药商业,纺织业、医药流通、医药制造,长毛绒纺织、医药、金融投资
2850,600853,龙建股份,龙建路桥股份有限公司,哈尔滨市,南岗区,676711.29,8744.76,5413,1994-04-04,--,,路桥建设,建造工程项目、公路收费项目、设计咨询项目,公路桥梁施工建设
2851,600854,春兰股份,江苏春兰制冷设备股份有限公司,泰州市,海陵区,58817.25,10363.7,239,1994-04-25,--,,压缩机,空调、压缩机、房地产,生产销售空调等制冷产品以及制冷压缩机等动力机械、房地产开发及商品房销售、物业经营和房屋租赁
2852,600855,航天长峰,北京航天长峰股份有限公司,北京市,海淀区,90120.49,996.96,1074,1994-04-25,--,,专用计算机设备,安保科技、医疗器械、电子信息,安保业务、医疗器械与工程服务业务以及电子信息业务
2853,600856,中天能源,长春中天能源股份有限公司,长春市,朝阳区,402524.13,18311.24,878,1994-04-25,--,,燃气,天然气销售、天然气设备制造、油品销售、石油天然气开采,天然气（包括CNG和LNG）的生产和销售，天然气储运设备的开发、制造和销售，海外油气资产的并购、投资及运营，海外天然气及原油等相关制品的进口分销。
2854,600857,宁波中百,宁波中百股份有限公司,宁波市,海曙区,72594.47,3103.85,205,1994-04-25,--,,百货,商业零售,流通人民币经营;卷烟、雪茄烟的零售。
2855,600858,银座股份,银座集团股份有限公司,济南市,历下区,964585.88,3610.1,13195,1994-05-06,--,,百货,百货商场、大型综合超市、购物中心,区域性商业零售
2856,600859,王府井,王府井集团股份有限公司,北京市,东城区,1919815.52,98883.82,10849,1994-05-06,--,,百货,商品零售、商业物业出租,商品零售和商业物业出租业务
2857,600860,京城股份,北京京城机电股份有限公司,北京市,朝阳区,76327.67,-4414.86,1595,1994-05-06,--,,金属制品,钢制无缝气瓶、缠绕瓶、低温瓶、低温储运装备,气体储运装备制造
2858,600861,北京城乡,北京城乡商业(集团)股份有限公司,北京市,海淀区,138278.34,3046.57,1673,1994-05-20,--,,百货,销售商品、租赁、酒店、旅游服务、修理费、房地产销售、物业管理费,销售商品、物业租赁、商务酒店、旅游、房地产销售等。
2859,600862,中航高科,中航航空高科技股份有限公司,南通市,港闸区,201713.96,23223.12,1500,1994-05-20,--,,非金属新材料,航空新材料、房地产、装备、机床,航空新材料，房地产开发，房屋买卖，物业管理以及普通机床生产，铸件、锻件、钣金加工与销售。
2860,600863,内蒙华电,内蒙古蒙电华能热电股份有限公司,呼和浩特市,新城区,991006.61,53788.03,7614,1994-05-20,--,,火电,电力、热力、煤炭,以火力发电、供热为主，兼顾部分风力发电及煤炭业务。
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201809),净利润(201809),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
2861,600864,哈投股份,哈尔滨哈投投资股份有限公司,哈尔滨市,南岗区,77897.78,-24088.59,4224,1994-08-09,--,,其他发电,电力、热力、建材、房地产、建筑,从事能源、矿业、房地产、建筑、高新技术、农林业方面的投资及电力和热力生产供应。
2862,600865,百大集团,百大集团股份有限公司,杭州市,下城区,52450.9,9935.14,290,1994-08-09,--,,百货,商品销售、旅游服务,商品零售业务
2863,600866,星湖科技,广东肇庆星湖生物科技股份有限公司,肇庆市,肇庆市,64272.23,3196.58,2091,1994-08-18,--,,食品添加剂,核苷酸添加剂、氨基酸饲料添加剂、核苷及核苷酸原料药及中间体、氨基酸原料药及中间体,食品添加剂、饲料添加剂、化学原料药、医药中间体的研发、生产和销售
2864,600867,通化东宝,通化东宝药业股份有限公司,通化市,通化县,200879.13,68760.79,2345,1994-08-24,--,,生物医药,医药行业、建材行业、房地产行业,医药研发和制造
2865,600868,梅雁吉祥,广东梅雁吉祥水电股份有限公司,梅州市,梅县区,17015.8,1832.46,436,1994-09-12,--,,水电,电力、水泥熟料,水利发电和制造业
2866,600869,智慧能源,远东智慧能源股份有限公司,西宁市,城北区,1264811.51,29793.23,10470,1995-02-06,--,,电线电缆,电线电缆、智慧能源系统,智慧能源和智慧城市技术、产品与服务及其互联网、物联网应用的研发、制造与销售
2867,600870,*ST厦华,厦门华侨电子股份有限公司,厦门市,思明区,3121.12,-831.88,58,1995-02-28,--,,电视机,母婴产品、供应链服务、投资管理服务、宣传推广、咨询服务,电子产品的采购与销售
2868,600871,*ST油服,中石化石油工程技术服务股份有限公司,北京市,朝阳区,3718113.7,43997.4,79375,1995-04-11,--,,油田服务,地球物理、钻井、测录井、井下特种作业、工程建设,油气勘探开发工程施工与技术服务
2869,600872,中炬高新,中炬高新技术实业(集团)股份有限公司,中山市,中山市,316450.6,48574.61,4495,1995-01-24,--,,调味品,调味食品、房地产、国家级开发区建设管理、汽车配件,调味品、汽车配件、房地产及园区服务
2870,600873,梅花生物,梅花生物科技集团股份有限公司,拉萨市,堆龙德庆区,930029.15,72930.1,10055,1995-02-17,--,,食品添加剂,动物营养氨基酸、人类医用氨基酸、食品味觉性状优化产品、其他,氨基酸系列产品、味精、谷氨酸等产品的生产和销售
2871,600874,创业环保,天津创业环保集团股份有限公司,天津市,和平区,173048.8,41715.3,1558,1995-06-30,--,,自来水供水、中水及供热供冷服务,污水处理及污水处理厂建设业务、再生水业务、道路收费业务、自来水供水业务、供冷供热业务、科研成果转化,"污水处理及相关设施的建设管理,自来水供水、中水及供热供冷服务及相关设施的建设管理等业务"
2872,600875,东方电气,东方电气股份有限公司,成都市,郫都区,2133378.24,90044.71,17478,1995-10-10,--,,输配电设备,清洁高效发电设备、新能源、水能及环保设备、工程及服务,大型发电成套设备、工程承包及服务等。
2873,600876,洛阳玻璃,洛阳玻璃股份有限公司,洛阳市,西工区,101004.61,244.54,690,1995-10-31,--,,玻璃,下游平板显示、触摸屏,光电电子和信息显示超薄玻璃。
2874,600877,ST嘉陵,中国嘉陵工业股份有限公司(集团),重庆市,璧山区,30907.71,-16125.25,1254,1995-10-13,--,,摩托车,运输装备整车、零配件、光电产品,摩托车、全地形车产品的研发、生产、销售、检测及服务业务，以及通机零部件、汽车和摩托车零部件的生产和销售。
2875,600879,航天电子,航天时代电子技术股份有限公司,武汉市,蔡甸区,908192.34,34252.61,15142,1995-11-15,--,,航天装备,航天产品、电线、电缆,民用航天与运载火箭技术及配套设备、计算机技术及软硬件、电子测量与自动控制、新材料、通信产品、记录设备、仪器仪表、卫星导航与卫星应用技术及产品、卫星电视接收和有线电视产品及上述产品的开发、生产销售、技术转让、咨询和服务等。
2876,600880,博瑞传播,成都博瑞传播股份有限公司,成都市,锦江区,42416.4,2339.75,1649,1995-11-15,--,,营销服务,印刷、广告、发行及投递业务、学校业务、租赁及物业管理业务、网游业务、小贷业务,广告的发布与制作、出版物印刷和纸张销售、报刊投递服务、游戏软件的开发与销售等
2877,600881,亚泰集团,吉林亚泰(集团)股份有限公司,长春市,二道区,996596.33,10525.44,20509,1995-11-15,--,,水泥,建材、房地产、煤炭、药品、商贸,建材、房地产开发、煤炭批发经营、药品生产及经营
2878,600882,广泽股份,上海广泽食品科技股份有限公司,上海市,奉贤区,76862.1,-475.47,1477,1995-12-06,--,,乳制品,乳制品加工、乳制品贸易,以奶酪、液态奶为核心的乳制品的研发、生产和销售
